region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_002493,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pl,44,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002493.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002493.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002493.png
region_002494,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002494.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002494.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002494.png
region_002495,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002495.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002495.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002495.png
region_002496,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002496.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002496.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002496.png
region_002497,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002497.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002497.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002497.png
region_002498,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002498.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002498.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002498.png
region_002499,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002499.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002499.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002499.png
region_002500,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002500.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002500.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002500.png
region_002501,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002501.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002501.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002501.png
region_002502,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002502.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002502.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002502.png
region_002503,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002503.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002503.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002503.png
region_002504,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002504.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002504.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002504.png
region_002505,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002505.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002505.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002505.png
region_002506,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002506.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002506.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002506.png
region_002507,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002507.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002507.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002507.png
region_002508,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002508.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002508.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002508.png
region_002509,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002509.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002509.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002509.png
region_002510,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002510.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002510.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002510.png
region_002511,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002511.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002511.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002511.png
region_002512,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002512.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002512.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002512.png
region_002513,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002513.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002513.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002513.png
region_002514,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002514.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002514.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002514.png
region_002515,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002515.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002515.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002515.png
region_002516,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002516.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002516.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002516.png
region_002517,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002517.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002517.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002517.png
region_002518,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002518.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002518.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002518.png
region_002519,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002519.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002519.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002519.png
region_002520,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002520.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002520.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002520.png
region_002521,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002521.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002521.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002521.png
region_002522,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002522.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002522.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002522.png
region_002523,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002523.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002523.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002523.png
region_002524,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002524.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002524.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002524.png
region_002525,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002525.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002525.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002525.png
region_002526,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002526.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002526.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002526.png
region_002527,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002527.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002527.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002527.png
region_002528,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002528.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002528.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002528.png
region_002529,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002529.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002529.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002529.png
region_002530,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002530.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002530.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002530.png
region_002531,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002531.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002531.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002531.png
region_002532,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002532.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002532.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002532.png
region_002533,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002533.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002533.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002533.png
region_002534,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002534.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002534.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002534.png
region_002535,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002535.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002535.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002535.png
region_002536,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002536.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002536.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002536.png
region_002537,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002537.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002537.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002537.png
region_002538,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002538.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002538.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002538.png
region_002539,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002539.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002539.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002539.png
region_002540,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002540.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002540.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002540.png
region_002541,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002541.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002541.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002541.png
region_002542,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002542.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002542.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002542.png
region_002543,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002543.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002543.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002543.png
region_002544,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002544.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002544.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002544.png
region_002545,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002545.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002545.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002545.png
region_002546,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002546.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002546.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002546.png
region_002547,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002547.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002547.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002547.png
region_002548,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002548.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002548.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002548.png
region_002549,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002549.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002549.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002549.png
region_002550,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002550.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002550.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002550.png
region_002551,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002551.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002551.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002551.png
region_002552,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002552.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002552.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002552.png
region_002553,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002553.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002553.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002553.png
region_002554,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002554.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002554.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002554.png
region_002555,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002555.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002555.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002555.png
region_002556,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002556.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002556.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002556.png
region_002557,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002557.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002557.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002557.png
region_002558,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002558.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002558.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002558.png
region_002559,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002559.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002559.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002559.png
