region_id,sheet_number,scope_key,bid_item,region_text,region_type,association_strength,identified_content,direct_bid_item_evidence,reason
region_000590,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BATH D,ROOM_LABEL,NONE,BATH D,"The region shows a room label 'BATH D' on the floor plan with no depiction of an interior signage element (no wall plaque, sign graphic, or finish/installation reference). It is simply a plan label, not a sign item.","The highlighted region contains only a room label 'BATH D' as part of the floor plan. Per the ROOM_LABEL rule, a room name alone does not directly establish Furnish & Install — Room, Area, and Unit Identification Signage. There is no direct evidence of a signage item (identification sign) in this region; thus there is no direct association with the bid item."
region_000592,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",PRIMARY BEDROOM F,ROOM_LABEL,NONE,PRIMARY BEDROOM F,,"The highlighted region shows the room label 'PRIMARY BEDROOM' with a small rounded tag 'F', which is a room-label element on the floor plan. It does not depict a dedicated interior signage element (e.g., a physical sign fixture or finish/work item) that directly identifies or references the bid item 'Furnish & Install — Room, Area, and Unit Identification Signage'. Per the ROOM LABEL special rule, a room name alone does not establish the bid item. Therefore there is no direct association to the bid item."
region_000593,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BEDROOM G,ROOM_LABEL,NONE,BEDROOM G,"No direct signage element is shown. This region only displays a room name label within the floor plan (BEDROOM G); there is no sign graphic, symbol, schedule, or detail entry that explicitly corresponds to furnishing and installing interior room/area signage.","The highlighted region contains the room label 'BEDROOM G' inside the room boundary. This is a room identification label on the plan, not a dedicated interior signage element. The Original Bid Item is 'Furnish & Install — Room, Area, and Unit Identification Signage' (Interior Signage). For a DIRECT association, the region would need to visibly identify a signage device or a schedule/detail explicitly tied to the signage item. There is no such evidence in the region; it is an ordinary room label rather than the actual signage artifact. Therefore, the association is not direct (NONE), and the audit result is WRONG."
region_000594,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",LIVING A,ROOM_LABEL,NONE,LIVING A,"No direct evidential content linking to the Furnish & Install — Room, Area, and Unit Identification Signage bid item; the region shows a room label bubble rather than a wall sign specimen.","The highlighted region visibly contains a room label 'LIVING A' in a small rounded label. This is a room name tag, not a signage element for installation. The bid item requires room/area identification signage (a physical sign), whereas this region provides only the room name label as depicted in the plan. According to the ROOM_LABEL special rule, a room name alone does not establish the bid item and does not provide direct evidence of the required signage work. Therefore there is no direct association to the bid item, and the correct decision is WRONG with HIGH confidence."
region_000595,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",KITCHEN B,ROOM_LABEL,NONE,KITCHEN B,"The region shows a room label 'KITCHEN B' (likely an annotation tag on the plan). There is no visible sign fixture, symbol, schedule entry, or detail reference that directly denotes interior signage to be furnished and installed. The content is a room label, not a signage element.","ROOM LABELS alone do not establish the required signage bid item per the special rules. There is no direct evidence of interior identification signage being furnished or installed for this region; OCR content of 'KITCHEN B' reflects a plan annotation, not a signed identification element."
region_000597,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",HALL J,ROOM_LABEL,NONE,HALL J,"The region shows only the plan label 'HALL J' with no physical sign, symbol, or schedule indicating furnishing/installation of interior room/area signage.","The highlighted region contains only a room label (HALL J) within the floor plan, not a sign panel or signage element. Per the Special Rule for ROOM LABEL, a room name alone does not establish the bid item (Furnish & Install — Room, Area, and Unit Identification Signage). There is no explicit signage reference, schedule, or sign graphic directly tied to the bid item in this region. Therefore, there is no direct evidence linking this region to the required interior signage bid item; it is not a direct association."
region_000598,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BATH D,ROOM_LABEL,INDIRECT,BATH D,"The region shows a room name tag 'BATH D' within the floor plan. This is a room-label/identification tag on the drawing, not a distinct interior signage element (no sign graphics, callouts, or material/finish references for a sign to be furnished and installed).","A room label alone does not constitute direct evidence of Furnish & Install — Room, Area, and Unit Identification Signage. The region appears to be a plan annotation (room identification) rather than a sign fixture or explicit signage item. Therefore there is no direct evidence linking this region to the bid item; the association is indirect at best."
region_000601,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BEDROOM G,ROOM_LABEL,NONE,BEDROOM G,"No direct signage element is visible. The region shows a room label (BEDROOM G) on the floor plan, not a room identification sign or a callout indicating signage fabrication/installation.","The highlighted region contains only the room label 'BEDROOM G' within the bedroom area. This is a room name label on the drawing, not a physical or explicit signage reference. Per the SPECIAL RULE for ROOM LABELs, a room name alone does not establish the bid item for interior signage. There is no direct indication of signage work (e.g., a sign symbol, callout, or labeling indicating 'Room Identification Signage'). Therefore there is no DIRECT evidence linking this region to the Bid Item, making the association WRONG."
region_000602,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BEDROOM H,ROOM_LABEL,NONE,BEDROOM H,"The region shows the room label 'BEDROOM H' within the floor plan. There is no visible signage element (no room/area/unit identification sign or schedule entry) that directly corresponds to the bid item 'Furnish & Install — Room, Area, and Unit Identification Signage'. The label appears to be a planning room name rather than a designated sign to be furnished and installed.",A room name label alone does not establish the required signage for the bid item. There is no direct signage element or explicit reference to the interior room identification signage in this region; it is simply a room name label on the plan.
region_000603,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",LIVING,ROOM_LABEL,NONE,LIVING,"No direct signage element is visible; the region shows a room label ('LIVING') on the floor plan, not a physical room/area identification sign or a signage callout.","The highlighted region contains the room label 'LIVING' as a plan label, not a sign fixture or explicit signage reference. According to the ROOM_LABEL rule, a room name alone does not establish the bid item 'Furnish & Install — Room, Area, and Unit Identification Signage.' Therefore there is no direct evidence linking this region to the bid item."
region_000604,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",KITCHEN,ROOM_LABEL,NONE,KITCHEN B,"No direct signage element is visible; region shows a room name tag on the floor plan, not a wall identification sign or a schedule/detail referencing Room Identification Signage.","The highlighted region contains a room label (KITCHEN B) rendered as a standard floor plan tag, not a signage element. According to the Special Rule for ROOM LABELS, a room name alone does not establish the bid item (Furnish & Install — Room, Area, and Unit Identification Signage). There is no explicit evidence of signage to be furnished/installed (no sign symbol, callout, or signage schedule) directly associated with this region. Therefore, it does not provide DIRECT evidence linking to the bid item; at best it offers an INDIRECT or no association, which is not acceptable per the REQUIRED DIRECT association rule."
region_000605,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",MECH,ROOM_LABEL,NONE,MECH,"The region shows a room label 'MECH' on the plan, not a physical signage element or signage schedule. It appears to be the architectural room labeling used in the drawing, not an installed interior sign for room/area/unit identification.","The region contains the text 'MECH' within a room-label style tag. This is a plan-level room designation, not a Furnish & Install — Room, Area, and Unit Identification Signage element. Room labels alone do not establish the bid item for interior signage. To directly prove the bid item, evidence would need to show an actual signage element, sign schedule, or a dedicated interior signage detail indicating room/area/unit identifiers. OCR text alone is insufficient; the visual evidence shows a plan annotation, not a signage installation."
region_000606,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",HALL,ROOM_LABEL,NONE,HALL,"Region shows a plain room label 'HALL' on the floor plan with no dedicated signage symbol, callout, or schedule entry visible that explicitly references interior signage (furnish & install room/area signage). It appears as a plan label for the corridor rather than an actual sign graphic or sign schedule item.","The highlighted region is a room label (HALL) on the plan. It does not itself depict a sign panel, signage graphic, or sign schedule that directly identifies the bid item (Furnish & Install — Room, Area, and Unit Identification Signage). Room labels alone are not sufficient for direct association per the Special Rules. There is no explicit evidence of a hall-specific sign element tied to the bid item in the region."
region_000607,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",CLOSET,ROOM_LABEL,NONE,CLOSET,"Region shows the text 'CLOSET' as a room label; no sign plaque, symbol, or leader indicating a furniture/signage element is present.","The highlighted area only contains a room name label ('CLOSET') on the plan. The required bid item is 'Furnish & Install — Room, Area, and Unit Identification Signage' (interior signage). There is no direct signage element shown to identify or reference the closet as a sign in this region; a room label alone does not constitute the required sign work per the special rule for room labels."
region_000608,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BATH,ROOM_LABEL,NONE,BATH,"The region shows only the room name 'BATH' with no signage graphic, symbol, or callout that identifies or locates the interior signage item required by the Bid Item. There is no sign element or tag present; thus no direct reference to 'Furnish & Install — Room, Area, and Unit Identification Signage'.","1) The highlighted region contains the text 'BATH' which is a room label in the plan. 2) It does not depict a sign, labeling plaque, or any element that directly identifies the sign to be furnished and installed under the bid item. 3) A room name alone is not sufficient to establish signage; per the special rules, this region does not directly reference the bid item."
region_000610,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",PRIMARY BEDROOM,ROOM_LABEL,NONE,PRIMARY BEDROOM with a small rounded rectangle containing the letter F,"The region shows only a room name label ('PRIMARY BEDROOM') and a room tag (the small rounded rectangle with 'F'). There is no explicit room/area identification signage graphic, symbol, schedule entry, or text that says or clearly designates 'Furnish & Install — Room, Area, and Unit Identification Signage' or any signage element directly referencing the bid item.","Special Rule — ROOM LABEL applies: a room name alone does not establish the bid item. The region visually presents a room label ('PRIMARY BEDROOM') and an accompanying room tag, not an actual identification signage element. There is no direct evidence of signage content or a schedule/detail entry that explicitly corresponds to 'Furnish & Install — Room, Area, and Unit Identification Signage'. Therefore, the region does not directly identify or locate the bid item."
region_000612,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BEDROOM,ROOM_LABEL,NONE,BEDROOM,"The region only shows a room name label 'BEDROOM' with no explicit signage element (no sign plaque, symbol, or installation details) that would directly represent the Furnish & Install — Room Identification Signage bid item.","The highlighted region is a ROOM_LABEL (bedroom name) on the Level 01 floor plan. A direct association would require an explicit room-identification sign element (sign plaque, mounting detail, or explicit signage label) corresponding to the bid item. The rules state a room name alone does not establish the bid item. There is no direct signage evidence in the region; OCR confirms 'BEDROOM' but provides no sign-specific evidence. Therefore the region does not directly identify or reference the original bid item."
region_000613,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",BREEZEWAY,ROOM_LABEL,NONE,BREEZEWAY,"No direct signage element visible; region shows space name label (BREEZEWAY) on the floor plan, with no sign symbol, callout, or sign schedule that explicitly references or identifies the required Room/Area/Unit Identification Signage bid item.","The highlighted region contains the room/space label 'BREEZEWAY' on the Level 01 floor plan. This is a space name label, not a physical identification sign nor a sign schedule. The Special Rule for ROOM LABEL indicates that a room name alone does not establish the bid item for interior signage. There is no direct evidence (e.g., a sign symbol, callout, or schedule item explicitly identifying signage for 'BREEZEWAY') linking this region to the 'Furnish & Install — Room, Area, and Unit Identification Signage' bid item. Therefore, the region does not provide DIRECT evidence of the bid item and is classified WRONG with NO direct association."
region_000614,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",PRIMARY BEDROOM F,ROOM_LABEL,INDIRECT,PRIMARY BEDROOM (with a small rounded-rectangle tag containing 'F'),The region shows a room label 'PRIMARY BEDROOM' and a small badge with 'F'. There is no explicit signage label or graphic indicating 'Room Identification Signage' or other signage content; no text referring to 'furnish & install' signage is visible.,"The region visibly contains the room name 'PRIMARY BEDROOM' which is a room label. It does not present explicit signage content or a sign design that would directly identify, locate, or reference the Room Identification Signage bid item. Per the Special RULE — ROOM LABEL, a room name alone does not establish the bid item, and this constitutes indirect (not direct) evidence at best. Therefore, the REGION is not a direct representation of the original bid item."
region_000615,A-101CD,Information Specialties,"Furnish & Install — Room, Area, and Unit Identification Signage",LAUNDRY E,ROOM_LABEL,NONE,LAUNDRY E,"No direct signage element is visible; only a room name label on the plan. The bid item requires furnishing and installing actual identification signage (wall/door signs), which is not depicted in this region.","The region shows the room name label 'LAUNDRY E' on the floor plan, not a physical room/signage element. Per the ROOM_LABEL special rule, a room name alone does not establish the bid item for interior signage. There is no direct evidence of a furnished/installed identification sign here, only plan labeling."
region_000625,A-101CD,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,FB1 XW6 XW6 BR1 BR1 BR1 BR1 XW6 BR1,PLAN_GEOMETRY,NONE,"Interior partition walls within Unit 2 on Level 01 Floor Plan (Blocks C & D). Room labels such as PRIMARY BEDROOM, LIVING, KITCHEN, LAUNDRY are visible. No explicit wall-type tag or wall-type schedule reference is visible in this highlighted region.","No direct wall-type tag (e.g., WT-#, TYPE S) or wall-type schedule shown within the region; OCR hints (BR1, XW6) do not constitute a direct reference to Wall Type Schedules and Tags.","Direct association to the bid item requires the region itself to visibly identify the wall partition work or its exact wall type tag/schedule. The highlighted region shows general plan geometry and room labels without any wall-type designation or schedule reference, so there is no direct evidence linking this region to 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'."
region_000627,A-101CD,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,XW6 FB1 XW6 XW6 BR1 BR1 XW6 BR1 BR1 XW6 FB1 XW6 XW6 BR1 BR1 XW6 BR1 BR1 XW6 XW6 XW6 XW6 FB1 WD40A,PLAN_GEOMETRY,NONE,Interior wall partition walls within Unit 3 / Unit 3A and surrounding spaces on Level 01 Floor Plan - Blocks C & D,"No explicit wall-type tag (e.g., WT or W1/W2) or wall-type schedule callout visible in the highlighted region; the region shows generic partition lines and room delineations without a direct label tying to a wall type schedule.","The highlighted region contains interior partition walls as depicted on the floor plan, but there is no visible, direct evidence (such as a wall-type tag or reference to a wall-type schedule) within this region that explicitly associates it with the Bid Item: Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags. Without a direct tag or schedule reference in the region, the association cannot be considered direct."
region_000628,A-101CD,Precast Concrete,Furnish & Install Precast Concrete Stair Treads,T 801.924.5000,TITLE_BLOCK,NONE,Arch Nexus logo and contact block in the title block area (right margin of sheet),NONE,"The highlighted region visually contains Arch Nexus branding and contact information within the title block area, not any direct reference to the bid item 'Furnish & Install Precast Concrete Stair Treads' or stairs work. There is no explicit indication of stairs, precast treads, or related bid-item work in this region. Therefore there is NO direct evidence linking this region to the bid item; relying on OCR or general alignment would constitute indirect or no association."
region_000629,A-153E,Rough Carpentry,Furnish & Install Wood Blocking and Backing,D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES.,GENERAL_NOTE,INDIRECT,D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES.,The region contains a general blocking requirement but does not explicitly state the bid item 'Furnish & Install Wood Blocking and Backing' or specify wood blocking/backing as the material; it lacks a direct reference to the exact bid item.,The highlighted region is a general note about blocking for ceiling fixtures. It does not explicitly identify or label the original bid item (wood blocking and backing) or specify the material/type (wood) or backing. This is indirect evidence at best and not a direct association to the bid item.
region_000632,A-153E,Drywall,Furnish & Install Framing And Sealing For Ceiling Penetrations And Box Outs,F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE.,GENERAL_NOTE,INDIRECT,General note text on the reflected ceiling plans indicating: “F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE.” (part of a list of notes visible on the sheet).,"No explicit reference to the bid item 'Furnish & Install Framing And Sealing For Ceiling Penetrations And Box Outs' or to a detailed box-out/framing detail. The region shows a general note about a box-out concept, not a direct specification of the bid-item work.","The region is a General Note containing a general instruction about box-outs for light fixtures, not an explicit identification, labeling, or detailing of the bid item work (framing and sealing for ceiling penetrations and box-outs). Per the special rule for specification text, this does not directly establish the bid item. The evidence is textual rather than a direct plan/detail specific to the bid item, giving only an indirect association at best."
region_000633,A-153E,Drywall,Furnish & Install Framing For Soffits,G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL.,GENERAL_NOTE,INDIRECT,G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL.,No direct reference to 'Furnish & Install Framing For Soffits' or 'Soffits and Bulkheads'; only a general note about soffits.,"The highlighted region contains a general note about soffits (dimensions to face of finish material). It does not visually identify the bid item work (furnish and install framing for soffits), nor does it label a schedule, detail, or explicit instruction tied to the bid item. Therefore there is no direct evidence linking this region to the original bid item; at best it relates to soffits conceptually (INDIRECT), but not directly."
region_000634,A-153E,Drywall,Furnish & Install Seismic Bracing For Walls And Ceilings,"I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES.",GENERAL_NOTE,NONE,"I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES.","No direct evidence; the text is a generic cross-reference instruction to other sheets (A700s) for details, not naming or depicting the bid item.","The highlighted region contains a general note directing the reader to consult A700s for typical ceiling and seismic bracing details. It does not visually identify, label, or reference the bid item 'Furnish & Install Seismic Bracing For Walls And Ceilings' on this sheet. There is no explicit detail, schedule, or label that directly corresponds to the bid item. Therefore, there is NO DIRECT evidence linking this region to the bid item, and the correct classification is WRONG with NONE association."
region_000649,A-203,Roofing and Siding Panels,Furnish & Install Fiber Cement Siding,"FB1 FIBER BOARD, HORIZONTAL",FINISH_TAG,NONE,"BLDG ELEVATION LEGEND; FB1 FIBER BOARD, HORIZONTAL; FB2 FIBER BOARD, VERTICAL; BR1 BRICK VENEER; RW4 ASPHALT SHINGLE","No direct reference to 'Fiber Cement Siding' or any explicit finish/work for the bid item. The region only lists FB1/FIBER BOARD, HORIZONTAL and FB2/FIBER BOARD, VERTICAL among other finishes.","The highlighted region visibly shows a BLDG ELEVATION LEGEND with finish tags including FB1 FIBER BOARD, HORIZONTAL and FB2 FIBER BOARD, VERTICAL, plus BR1 BRICK VENEER and RW4 ASPHALT SHINGLE. There is no explicit reference to Fiber Cement Siding, nor any label that directly identifies or references the bid item 'Furnish & Install Fiber Cement Siding'. The region thus does not provide direct evidence for the bid item; it is a legend for several finishes, not a direct item for the bid."
region_000650,A-203,Roofing and Siding Panels,Furnish & Install Fiber Cement Siding,"FB2 FIBER BOARD, VERTICAL",MATERIAL_TAG,INDIRECT,"FB2 FIBER BOARD, VERTICAL","The region shows a finish/material tag 'FB2 FIBER BOARD, VERTICAL' in the BLDG ELEVATION LEGEND. There is no explicit reference to 'Fiber Cement Siding' or any direct mapping to the bid item. The label denotes fiber board (vertical orientation), not fiber cement siding.","The highlighted region visibly contains the finish tag 'FB2 FIBER BOARD, VERTICAL' within the BLDG Elevation Legend. This is a material tag for fiber board, not for fiber cement siding. The original bid item is 'Furnish & Install Fiber Cement Siding.' There is no direct label, schedule, or detail in the region that explicitly references 'fiber cement siding' or ties the region to the bid item. According to the Special Rules, this does not provide direct evidence for the bid item and would be considered an indirect or no association. Therefore, the region does not directly identify the bid item."
region_000659,A-203,Roofing and Siding Panels,Furnish & Install Fiber Cement Siding,FB1,FINISH_TAG,NONE,FB1,FB1 finish tag present on siding area; no explicit text or schedule mapping visible that directly names or references 'Fiber Cement Siding' in this region.,"The highlighted region shows a finish tag 'FB1' on the siding surface. There is no explicit label or evidence within the region that directly states 'Fiber Cement Siding' or directly maps to the bid item. Finish tags require a direct reference or a schedule mapping to prove direct association; without it, the evidence is not sufficient for a direct association to the original bid item. Therefore the region does not directly identify the bid item."
region_000666,A-203,Electrical,Furnish & Install Exterior Lighting Above Doors,LIGHTS ABOVE DOORS. SEE ELECTRICAL,GENERAL_NOTE,NONE,LIGHTS ABOVE DOORS. SEE ELECTRICAL,"The region shows a generic note about lights above doors with a cross-reference to electrical drawings; there is no explicit fixture type, label, schedule, or installation detail directly identifying the exterior lighting above doors as the bid item on this region.","The highlighted region contains only a general note about lighting above doors and a cross-reference to electrical details. It does not visibly identify a specific lighting fixture, schedule, tag, or detail that directly corresponds to the bid item “Furnish & Install Exterior Lighting Above Doors.” Without a direct depiction or explicit labeling of the exterior lighting work on this region, the association is not direct; OCR text alone is not sufficient and the note only points to electrical drawings for details."
region_000668,A-203,Signage,Furnish & Install Building Address Signage,"Architectural NEXUS, Inc.",FINISH_TAG,NONE,"BLDG ELEVATION LEGEND - Refer to G501 for product information. BR1 BRICK VENEER; FB1 FIBER BOARD, HORIZONTAL; FB2 FIBER BOARD, VERTICAL; RW4 ASPHALT SHINGLE.","No direct evidence of address signage or signage installation; region shows a legend of elevation finishes, not signage.","The highlighted region contains a BUILDING ELEVATION LEGEND listing finish tags (BR1, FB1, FB2, RW4) and associated materials for elevations. There is no reference, label, or depiction of building address signage or any element that explicitly identifies or references the 'Furnish & Install Building Address Signage' bid item. Therefore, there is no direct association to the bid item; any connection would be indirect at best and must be ruled wrong per the direct-association requirement."
region_000669,A-203,Signage,Furnish & Install Building Address Signage,2505 East Parleys Way,TITLE_BLOCK,NONE,"ARCH Nexus logo with project/address block showing ""2505 East Parleys Way"" (title/header area including firm address).","No direct evidence of the bid item 'Furnish & Install Building Address Signage' or 'Exterior Signage' within this region; content is branding and project address in a title block, not a signage element.","The highlighted region is the title/header area containing the ARCH Nexus logo and the project address. It does not identify, label, or reference the bid item (Furnish & Install Building Address Signage). There is no explicit signage element or text indicating exterior address signage; the presence of the project address in a title block is not the signage work itself, and cannot be considered a direct reference to the bid item."
region_000670,A-203,Signage,Furnish & Install Building Address Signage,"Salt Lake City, Utah 84109",GENERAL_NOTE,NONE,GENERAL NOTES - BUILDING ELEVATIONS; BLDG ELEVATION LEGEND (BR1 BRICK VENEER; FB1 FIBER BOARD HORIZONTAL; FB2 FIBER BOARD VERTICAL; RW4 ASPHALT SHINGLE),"No direct evidence of Furnish & Install Building Address Signage or exterior signage in this region; the content shown relates to general notes and a legend for elevations, not to the bid item.","The highlighted region contains GENERAL NOTES - BUILDING ELEVATIONS and the BLDG ELEVATION LEGEND. There is no visible reference, label, symbol, schedule, or detail that identifies or references the bid item 'Furnish & Install Building Address Signage' (Exterior Signage). Therefore, it does not provide direct evidence for the bid item."
region_000672,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6,XW6 is a cross-reference tag to a wall section detail; it does not name or identify any wall finish or finish schedule item.,"The highlighted region contains only the callout 'XW6' and does not directly name, identify, or reference a wall finish/wall covering as required by the bid item. It appears to be a cross-reference to a wall section detail rather than a finish specification, providing no direct evidence that this region represents the Furnish & Install Wall Finishes bid item."
region_000674,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,EQUIPMENT_TAG,NONE,D3 A-602 (Door 3) with FB2 label,NONE,"The highlighted region contains an equipment tag for a door (D3 A-602) and an adjacent tag (FB2). There is no finish-related tag, finish schedule reference, or wall-covering indication visible in this region. The bid item is “Furnish & Install Wall Finishes Per Finish Schedule And Elevations” (Wall Covering). There is no direct evidence in this region that identifies, locates, or explicitly references wall finishes or wall coverings. Therefore, there is no DIRECT association to the bid item; at best an indirect or unrelated relationship could be inferred, which is not acceptable for a RIGHT designation."
region_000676,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6,"The region shows only the callout 'XW6', which is a cross-reference/detail marker rather than a finish label, material callout, or finish schedule entry.","1) The region visibly contains the label 'XW6' which functions as a detail/callout reference on the wall section sheet. 2) It does not identify a wall finish, finish schedule item, or any material/work directly related to the bid item (Furnish & Install Wall Finishes). 3) There is no finish type, finish schedule reference, or material tag within the highlighted region. 4) Therefore, there is no direct evidence linking this region to the bid item; at best it is a cross-reference to another detail, not a finish installation reference."
region_000677,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,FINISH_TAG,NONE,XW6,"XW6 is a wall-type tag visible on the wall section. There is no explicit finish description, finish schedule reference, or elevation detail in this region that directly identifies a wall finish (as required by the bid item: Furnish & Install Wall Finishes per Finish Schedule and Elevations). The tag likely cross-references a finish schedule, not a direct finish spec shown in this region.","The highlighted region shows a wall-section label XW6, which appears to be a wall-type/finish tag used for cross-reference. It does not itself specify or identify a wall finish or a finish schedule entry. The bid item requires finishes per the Finish Schedule/Elevations, and a direct association would require the region to show a finish description or explicit finish indication. Therefore, there is no direct evidence linking this region to the bid item; the association is not direct."
region_000678,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6 label (wall-type designation) along a wall-section detail,No direct finish/material reference or finish-schedule indication visible in the highlighted region; region shows a wall-section tag rather than a finish item,"The highlighted region contains a wall-section detail with the tag XW6 but provides no explicit finish information (e.g., finish schedule entry, wall covering material, or finish callout). The bid item is for furnishing and installing wall finishes, which requires direct evidence of the finish material or schedule within the region. There is no such direct association visible; the region instead appears to identify a wall-type designation within the structural wall section."
region_000679,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,OTHER,NONE,Annotation text 'XW6' located next to a wall section (tight region crop). It appears to be a region/callout tag rather than a finish label.,"No direct finish schedule reference, finish tag, or itemized wall finish description is visible in this highlighted region. The label 'XW6' does not explicitly identify a wall finish or wall covering work.","1. The highlighted region contains only a small callout/tag ('XW6') adjacent to the wall section, not a finish designation, material name, or schedule entry. 2. There is no explicit reference to wall finishes (per finish schedule or elevations) within this region; the finish-related work is not directly identified. 3. If I did not know the bid item, I would still describe this as a region tag rather than a finish/covering element. 4. Therefore, there is no direct evidence linking this specific region to the 'Furnish & Install Wall Finishes' bid item; reliance on general overlap (same trade or sheet) would be indirect and not acceptable per the audit rules."
region_000681,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6,Contains only a detail callout 'XW6'; no finish label or wall covering specification visible.,"The region shows a small callout label 'XW6' (a detail/section reference). There is no direct indication of wall finishes or wall covering (no finish schedule, finish note, or wall covering description) in this region. Therefore it does not directly identify, locate, or reference the original bid item (Furnish & Install Wall Finishes per Finish Schedule and Elevations). It is a cross-reference to another detail rather than a finish specification."
region_000682,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6,"No explicit finish tag, schedule, or material callout visible in the highlighted region. The region appears to be a wall-section detail with structural/assembly elements (labels like XW6, D3, FB1) rather than a finish specification or finish-label reference.","The highlighted region does not contain a direct finish reference for the Bid Item 'Furnish & Install Wall Finishes Per Finish Schedule And Elevations'. It shows a wall-section detail with mechanical/assembly elements and a label (XW6) that does not constitute a wall finish callout (e.g., wall covering, paint, gypsum board thickness labeled as a finish). Without explicit finish material identification, labeling, or a finish schedule callout within this region, there is no direct evidence tying this region to the bid item. The region would need a finish tag, material tag, or schedule entry to be considered a DIRECT association."
region_000684,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,OTHER,NONE,XW6,"XW6 is a wall-type tag/callout visible on the wall section, not a finish specification or finish schedule entry.","The highlighted region shows only the wall-type label 'XW6' and a portion of the wall, with no explicit finish description (e.g., wallpaper, paint, texture) or reference to a finish schedule. The original bid item requires furnishing and installing wall finishes per a Finish Schedule/Elevations, which requires direct identification of the finish in the region. Since the region does not directly identify the finish work, there is no direct association."
region_000685,A-351,Wall Finishes,Furnish & Install Wall Finishes Per Finish Schedule And Elevations,XW6,DETAIL,NONE,XW6 (wall section detail) showing exterior wall assembly with footing and studs; includes callout XW6,"No finish-related label or schedule entry is visible in the region; the region depicts structural components (foundation, wall studs, sheathing, insulation, gypsum board) rather than wall finishes; no explicit reference to 'wall finishes' or 'wall covering' in this crop.","The highlighted region is a wall-section detail showing structural assembly (foundation, floor slab, stud wall, sheathings, insulation, interior gypsum board). There is no visible finish schedule entry, finish label, or wall covering material tied to the Bid Item. Therefore, it does not provide direct evidence that this region represents the original bid item."
