region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_001486,CU320,Furnish & Install Storm Drain Manholes,SDMH-1,,,NOT_PROCESSED,,
region_001487,CU320,Furnish & Install Storm Drain Manholes,SDMH-2 STA:23+97.92 RIM:4784.20 N=4291.27 E=4723.10,,,NOT_PROCESSED,,
region_001488,CU320,Furnish & Install Storm Drain Manholes,SDMH-3 STA:22+74.47 RIM:4778.95 N=4218.86 E=4624.36,,,NOT_PROCESSED,,
region_001489,CU320,Furnish & Install Storm Drain Manholes,SDMH-4 STA:21+48.52 RIM:4773.75 N=4101.83 E=4577.77,,,NOT_PROCESSED,,
region_001490,CU320,Furnish & Install Storm Drain Manholes,SDMH-5 STA:20+75.74 RIM:4771.40 N=4060.97 E=4517.55,,,NOT_PROCESSED,,
region_001491,CU320,Furnish & Install Storm Drain Manholes,SDMH-6 STA:20+00.00 RIM:4768.57 N=3990.17 E=4490.65,,,NOT_PROCESSED,,
region_001492,CU320,Furnish & Install Storm Drain Manholes,SDMH-7,,,NOT_PROCESSED,,
region_001493,CU320,Furnish & Install Storm Drain Manholes,9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNECTIONS. REFER TO NOTES ON C100.,,,NOT_PROCESSED,,
region_001494,CU320,Furnish & Install Storm Drain Manholes,"SDMH-6 5'Ø STA:20+00.00 RIM:4768.57 15"" INV IN:4763.55 HDPE 12"" INV IN:4763.67 HDPE 15"" INV OUT:4763.52 HDPE",,,NOT_PROCESSED,,
region_001495,CU320,Furnish & Install Storm Drain Manholes,"SDMH-5 5'Ø SD-2 STA:20+75.74 SD-1 STA:10+00.00 RIM:4771.40 15"" INV IN:4764.30 HDPE 12"" INV IN:4765.75 HDPE 15"" INV OUT:4764.30 HDPE",,,NOT_PROCESSED,,
region_001496,CU320,Furnish & Install Storm Drain Manholes,"SDMH-4 4'Ø STA:21+48.52 RIM:4773.75 15"" INV IN:4767.00 HDPE 15"" INV OUT:4767.00 HDPE",,,NOT_PROCESSED,,
region_001497,CU320,Furnish & Install Storm Drain Manholes,"SDMH-3 4'Ø STA:22+74.47 RIM:4778.95 15"" INV IN:4774.00 HDPE 15"" INV OUT:4774.00 HDPE",,,NOT_PROCESSED,,
region_001498,CU320,Furnish & Install Storm Drain Manholes,"SDMH-2 5'Ø STA:23+97.92 RIM:4784.20 12"" INV IN:4781.92 HDPE 15"" INV OUT:4776.37 HDPE",,,NOT_PROCESSED,,
region_001499,CU320,Furnish & Install Storm Drain Manholes,"SDMH-5 5'Ø SD-1 STA:20+75.74 SD-2 STA:20+00.00 RIM:4771.40 15"" INV IN:4764.30 HDPE 12"" INV IN:4765.75 HDPE 15"" INV OUT:4764.30 HDPE",,,NOT_PROCESSED,,
region_001500,CU320,Furnish & Install Overflow Boxes,OVERFLOW BOX-1 STA:23+62.39 RIM:4782.08 N=4266.00 E=4698.08,,,NOT_PROCESSED,,
region_001501,CU320,Furnish & Install Overflow Boxes,OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 N=4085.68 E=4499.05,,,NOT_PROCESSED,,
region_001502,CU320,Furnish & Install Overflow Boxes,"OVERFLOW BOX-1 STA:23+62.39 RIM:4782.04 15"" INV IN:4775.95 HDPE 12"" INV IN:4775.85 HDPE 15"" INV OUT:4775.70 HDPE",,,NOT_PROCESSED,,
region_001503,CU320,Furnish & Install Overflow Boxes,"OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 12"" INV IN:4765.96 HDPE 12"" INV OUT:4765.90 HDPE",,,NOT_PROCESSED,,
region_001504,CU320,Furnish & Install Catch Basins and Inlet Boxes,CIB-1 PRETREATMENT,,,NOT_PROCESSED,,
region_001505,CU320,Furnish & Install Catch Basins and Inlet Boxes,CIB-7 PRETREATMENT,,,NOT_PROCESSED,,
region_001506,CU320,Furnish & Install Catch Basins and Inlet Boxes,CIB-14,,,NOT_PROCESSED,,
region_001507,CU320,Furnish & Install Catch Basins and Inlet Boxes,CIB-6,,,NOT_PROCESSED,,
region_001508,CU320,Furnish & Install Catch Basins and Inlet Boxes,CIB-5,,,NOT_PROCESSED,,
region_001509,CU320,Furnish & Install Area Drains,ADS-2,,,NOT_PROCESSED,,
region_001510,CU320,Furnish & Install Area Drains,ADS-1,,,NOT_PROCESSED,,
region_001511,CU320,Furnish & Install Area Drains,ADS-59,,,NOT_PROCESSED,,
region_001512,CU320,Furnish & Install Area Drains,ADS-58,,,NOT_PROCESSED,,
region_001513,CU320,Furnish & Install Area Drains,ADS-57,,,NOT_PROCESSED,,
region_001514,CU320,Furnish & Install Area Drains,ADS-56,,,NOT_PROCESSED,,
region_001515,CU320,Furnish & Install Area Drains,ADS-55,,,NOT_PROCESSED,,
region_001516,CU320,Furnish & Install Area Drains,ADS-54,,,NOT_PROCESSED,,
region_001517,CU320,Furnish & Install Area Drains,ADS-39,,,NOT_PROCESSED,,
region_001518,CU320,Furnish & Install Area Drains,ADS-38,,,NOT_PROCESSED,,
region_001519,CU320,Furnish & Install Area Drains,ADS-25,,,NOT_PROCESSED,,
region_001520,CU320,Furnish & Install Area Drains,ADS-26,,,NOT_PROCESSED,,
region_001521,CU320,Furnish & Install Area Drains,ADS-24,,,NOT_PROCESSED,,
region_001522,CU320,Furnish & Install Area Drains,ADS-37,,,NOT_PROCESSED,,
region_001523,CU320,Furnish & Install Area Drains,ADS-23,,,NOT_PROCESSED,,
region_001524,CU320,Furnish & Install Area Drains,ADS-36,,,NOT_PROCESSED,,
region_001525,CU320,Furnish & Install Area Drains,ADS-35,,,NOT_PROCESSED,,
region_001526,CU320,Furnish & Install Area Drains,ADS-22,,,NOT_PROCESSED,,
region_001527,CU320,Furnish & Install Area Drains,ADS-148,,,NOT_PROCESSED,,
region_001528,CU320,Furnish & Install Area Drains,ADS-100,,,NOT_PROCESSED,,
region_001529,CU320,Furnish & Install Area Drains,ADS-50,,,NOT_PROCESSED,,
region_001530,CU320,Furnish & Install Area Drains,ADS-51,,,NOT_PROCESSED,,
region_001531,CU320,Furnish & Install Area Drains,ADS-53,,,NOT_PROCESSED,,
region_001532,CU320,Furnish & Install Area Drains,ADS-52,,,NOT_PROCESSED,,
region_001533,CU320,Furnish & Install Area Drains,ADS-64,,,NOT_PROCESSED,,
region_001534,CU320,Furnish & Install Area Drains,ADS-65,,,NOT_PROCESSED,,
region_001535,CU320,Furnish & Install Area Drains,ADS-66,,,NOT_PROCESSED,,
region_001536,CU320,Furnish & Install Area Drains,ADS-67,,,NOT_PROCESSED,,
region_001537,CU320,Furnish & Install Area Drains,ADS-68,,,NOT_PROCESSED,,
region_001538,CU320,Furnish & Install Area Drains,ADS-69,,,NOT_PROCESSED,,
region_001539,CU320,Furnish & Install Area Drains,ADS-70,,,NOT_PROCESSED,,
region_001540,CU320,Furnish & Install Area Drains,ADS-72,,,NOT_PROCESSED,,
region_001541,CU320,Furnish & Install Area Drains,ADS-71,,,NOT_PROCESSED,,
region_001542,CU320,Furnish & Install Area Drains,ADS-73,,,NOT_PROCESSED,,
region_001543,CU320,Furnish & Install Area Drains,ADS-74,,,NOT_PROCESSED,,
region_001544,CU320,Furnish & Install Area Drains,ADS-99,,,NOT_PROCESSED,,
region_001545,CU320,Furnish & Install Area Drains,ADS-102,,,NOT_PROCESSED,,
region_001546,CU320,Furnish & Install Area Drains,ADS-101,,,NOT_PROCESSED,,
region_001547,CU320,Furnish & Install Area Drains,ADS-63,,,NOT_PROCESSED,,
region_001548,CU320,Furnish & Install Area Drains,ADS-146,,,NOT_PROCESSED,,
region_001549,CU320,Furnish & Install Area Drains,ADS-145,,,NOT_PROCESSED,,
region_001550,CU320,Furnish & Install Area Drains,ADS-144,,,NOT_PROCESSED,,
region_001551,CU320,Furnish & Install Area Drains,ADS-143,,,NOT_PROCESSED,,
region_001552,CU320,Furnish & Install Area Drains,ADS-103,,,NOT_PROCESSED,,
region_001553,CU320,Furnish & Install Area Drains,ADS-104,,,NOT_PROCESSED,,
region_001554,CU320,Furnish & Install Area Drains,ADS-105,,,NOT_PROCESSED,,
region_001555,CU320,Furnish & Install Area Drains,ADS-106,,,NOT_PROCESSED,,
region_001556,CU320,Furnish & Install Area Drains,ADS-98,,,NOT_PROCESSED,,
region_001557,CU320,Furnish & Install Area Drains,ADS-97,,,NOT_PROCESSED,,
region_001558,CU320,Furnish & Install Area Drains,ADS-96,,,NOT_PROCESSED,,
region_001559,CU320,Furnish & Install Area Drains,ADS-41,,,NOT_PROCESSED,,
region_001560,CU320,Furnish & Install Area Drains,ADS-40,,,NOT_PROCESSED,,
region_001561,CU320,Furnish & Install Area Drains,ADA,,,NOT_PROCESSED,,
region_001562,CU320,Furnish & Install Area Drains,ADA,,,NOT_PROCESSED,,
region_001563,CU320,Furnish & Install Area Drains,ADA,,,NOT_PROCESSED,,
region_001564,CU320,Furnish & Install Area Drains,ADA,,,NOT_PROCESSED,,
region_001565,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"125.96' of 15"" HDPE @ 5.56%",,,NOT_PROCESSED,,
region_001566,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"87.52' of 15"" HDPE @ 1.94%",,,NOT_PROCESSED,,
region_001567,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"35.55' of 15"" HDPE @ 1.19%",,,NOT_PROCESSED,,
region_001568,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"72.78' of 15"" HDPE @ 3.71%",,,NOT_PROCESSED,,
region_001569,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"75.74' of 15"" HDPE @ 0.99%",,,NOT_PROCESSED,,
region_001570,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001571,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001572,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001573,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001574,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001575,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001576,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001577,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001578,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001579,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001580,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001581,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001582,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001583,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001584,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001585,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001586,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001587,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001588,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001589,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001590,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001591,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001592,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001593,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001594,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001595,CU320,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,,,NOT_PROCESSED,,
region_001596,CU320,Furnish and Install 15 inch HDPE storm drain pipe,> 15''SD,,,NOT_PROCESSED,,
region_001597,CU320,Furnish and Install 15 inch HDPE storm drain pipe,> 15''SD,,,NOT_PROCESSED,,
region_001598,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"75.74' of 15"" HDPE @ 0.99%",,,NOT_PROCESSED,,
region_001599,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"72.78' of 15"" HDPE @ 3.71%",,,NOT_PROCESSED,,
region_001600,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"125.96' of 15"" HDPE @ 5.56%",,,NOT_PROCESSED,,
region_001601,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"87.52' of 15"" HDPE @ 1.94%",,,NOT_PROCESSED,,
region_001602,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"35.55' of 15"" HDPE @ 1.19%",,,NOT_PROCESSED,,
region_001603,CU320,Furnish and Install 15 inch HDPE storm drain pipe,"NEW 15"" STORM DRAIN STA:20+52.30 INV:4766.64",,,NOT_PROCESSED,,
region_001604,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001605,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001606,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001607,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001608,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001609,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001610,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001611,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001612,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001613,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001614,CU320,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,,,NOT_PROCESSED,,
region_001615,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001616,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001617,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001618,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001619,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001620,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001621,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001622,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001623,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001624,CU320,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,,,NOT_PROCESSED,,
region_001625,CU320,Furnish & Install 12-Inch Storm Drain Pipe,"NEW 12"" STORM DRAIN STA:21+34.32 INV:4770.14",,,NOT_PROCESSED,,
region_001626,CU320,Furnish & Install 12-Inch Storm Drain Pipe,"30.86' of 12"" HDPE @ 0.49%",,,NOT_PROCESSED,,
region_001627,CU320,Furnish & Install 12-Inch Storm Drain Pipe,"30.86' of 12"" HDPE @ 0.49%",,,NOT_PROCESSED,,
region_001628,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001629,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001630,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001631,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001632,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001633,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001634,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001635,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001636,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001637,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001638,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001639,CU320,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,,,NOT_PROCESSED,,
region_001640,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001641,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001642,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001643,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001644,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001645,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001646,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001647,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001648,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001649,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001650,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001651,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001652,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001653,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001654,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001655,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001656,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001657,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001658,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001659,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001660,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001661,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001662,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001663,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001664,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001665,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001666,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001667,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001668,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001669,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001670,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001671,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001672,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001673,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001674,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001675,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001676,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001677,CU320,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,,,NOT_PROCESSED,,
region_001678,CU320,Furnish & Install 8-Inch Storm Drain Pipe,8''SD,,,NOT_PROCESSED,,
region_001679,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-2,,,NOT_PROCESSED,,
region_001680,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-2,,,NOT_PROCESSED,,
region_001681,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-2,,,NOT_PROCESSED,,
region_001682,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-2,,,NOT_PROCESSED,,
region_001683,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-2,,,NOT_PROCESSED,,
region_001684,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD-1,,,NOT_PROCESSED,,
region_001685,CU320,Furnish & Install General Storm Drain Pipe and Connections,SD,,,NOT_PROCESSED,,
region_001686,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001687,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001688,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001689,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001690,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001691,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001692,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001693,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001694,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001695,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001696,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001697,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001698,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001699,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001700,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001701,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001702,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001703,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001704,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001705,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001706,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001707,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001708,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001709,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001710,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001711,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001712,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001713,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001714,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001715,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001716,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001717,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001718,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001719,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001720,CU320,Furnish & Install 8-Inch Water Pipe,8''W,,,NOT_PROCESSED,,
region_001721,CU320,Furnish & Install 8-Inch Water Pipe,"NEW 8"" WATER STA:20+83.07 INV:4766.47",,,NOT_PROCESSED,,
region_001722,CU320,Furnish & Install 8-Inch Water Pipe,"NEW 8"" WATER STA:23+88.43 INV:4778.65",,,NOT_PROCESSED,,
region_001723,CU320,Furnish & Install 6-Inch Water Pipe,6''W,,,NOT_PROCESSED,,
region_001724,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001725,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001726,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001727,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001728,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001729,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001730,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001731,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001732,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001733,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001734,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001735,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001736,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001737,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001738,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
