llm_status,llm_region_type,llm_identified_content,llm_direct_bid_item_evidence,llm_association_strength,llm_decision,llm_confidence,llm_reason,llm_error,llm_attempts,row_index,region_id,sheet_number,bid_item
SUCCESS,DETAIL,FB1 (circular detail callout label),"The region only shows a circular callout labeled FB1 and does not contain any text or graphic directly describing Brick Veneer, brick veneer components, or a finish/installation element. There is no visible evidence in this region that identifies or locates the Furnish & Install Brick Veneer System itself. It appears to be a cross-reference to another detail on the sheet or plan, not a direct depiction of the brick veneer work.",INDIRECT,WRONG,MEDIUM,"The region contains a detail-callout symbol (FB1) rather than explicit finish/work identification for brick veneer. It does not visually identify the brick veneer system or its installation; at best it references another detail. Therefore, there is no direct evidence that this region independently represents the original bid item (Furnish & Install Brick Veneer System).",,1,710,region_000710,A-351,Furnish & Install Brick Veneer System
SUCCESS,FINISH_TAG,FB1,"Region shows only 'FB1' finish tag; no explicit 'Brick Veneer' wording, schedule reference, or graphic indication of brick veneer within the highlighted region.",NONE,WRONG,MEDIUM,"The highlighted region contains a finish tag 'FB1' but provides no direct identification of brick veneer work. There is no explicit label, finish description, or detailing within this region that ties it unambiguously to the bid item 'Furnish & Install Brick Veneer System.'",,1,711,region_000711,A-351,Furnish & Install Brick Veneer System
SUCCESS,GRID_REFERENCE,RW4,"No direct evidence linking this region to gutters, downspouts, or associated accessories; the visible label is the grid/reference text 'RW4' rather than a bid-item identifier.",NONE,WRONG,HIGH,"The highlighted region shows the grid reference 'RW4' and does not contain any explicit indication of gutter/downspout work, finishes, schedules, or detail entries directly associated with the bid item. Per the required criteria, a grid reference is not a bid-item indicator and provides no direct drawing evidence for Furnish & Install Gutters, Downspouts, and Associated Accessories.",,1,712,region_000712,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories"
SUCCESS,DETAIL,RW4 (roof/wall detail marker),"No direct evidence of gutters, downspouts, or associated accessories in this region; the detail shows a roof/wall intersection with structural components and roofing assembly, but no gutter/downspout element or label tying to the bid item.",NONE,WRONG,HIGH,"The highlighted region appears to be a roof-wall detail (A-351 Wall Sections) with RW4 marker. There is no visible gutter or downspout depiction, no annotation or symbol directly identifying gutters, downspouts, or related accessories. The bid item is Furnish & Install Gutters, Downspouts, and Associated Accessories, which requires direct depiction/labeling of that work in the region. Since the region does not provide direct evidence of gutters or downspouts, the association is not valid.",,1,713,region_000713,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories"
SUCCESS,DETAIL,"Roof edge/eave construction detail showing roof deck/rafters and fascia; no gutter, downspout, or associated accessories visibly depicted.",NONE,NONE,WRONG,HIGH,"The highlighted region displays a roof-edge detail (eave) with structural members and fascia, but there is no explicit gutter, downspout, or accessory shown or labeled. The bid item is Furnish & Install Gutters, Downspouts, and Associated Accessories, which requires direct evidence of gutters/downspouts on the region. Since the region does not visibly identify or depict that work, there is no direct association to the bid item.",,1,714,region_000714,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories"
SUCCESS,DETAIL,"DOWNSPOUT, SEE CIVIL & LANDSCAPE (C4 A-521 detail callout)",Explicit label 'DOWNSPOUT' with a detail callout referencing downspout work; region directly identifies the downspout component tied to gutters & downspouts,DIRECT,RIGHT,HIGH,"The region explicitly labels a downspout and includes a detail callout (C4 A-521), directly representing a component within the bid item scope (Furnish & Install Gutters, Downspouts, and Associated Accessories). No indirect reasoning required.",,1,715,region_000715,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories"
SUCCESS,DETAIL,"Roof edge / eave area cross-section (RW4) showing roof assembly, fascia, and membrane; no gutters, downspouts, or gutter accessories visible.",NO,NONE,WRONG,HIGH,"The highlighted region visually depicts a roof-edge detail within a wall-section (RW4) and does not show or label gutters, downspouts, or any associated accessories. There is no explicit indication that this region references the bid item “Furnish & Install Gutters, Downspouts, and Associated Accessories.” By the audit rules, this constitutes no direct evidence for the bid item, and any association would be indirect at best, which is insufficient for a RIGHT decision.",,1,716,region_000716,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories"
SUCCESS,MATERIAL_TAG,SELF ADHERED FLASHING MEMBRANE,"The region shows a membrane type label within the Membrane Legend. It does not explicitly reference the bid item actions (Furnish & Install) or the full scope (Self-Adhered and Flexible) nor tie to a specific location/detail on the wall. It is a legend entry, not a direct work instruction or detail for the bid item.",NONE,WRONG,HIGH,"The highlighted region is a membrane legend entry reading 'SELF ADHERED FLASHING MEMBRANE'. It is part of a legend on the General Notes page and does not itself identify the actual work to be performed (furnish & install) or the full scope (includes Flexible) of the bid item. There is no direct reference to the bid item as a task/location detail; at best it is a material type listed in a legend, which constitutes an indirect or no association rather than a direct one.",,1,717,region_000717,A-351,Furnish & Install Self-Adhered and Flexible Flashing Membrane
SUCCESS,SPECIFICATION_TEXT,CONTINUOUS FLEXIBLE SILICONE MEMBRANE FLASHING (shown as an item in the Membrane Legend on Sheet A-351),"No direct evidence that the highlighted region itself identifies or labels the specific work to be performed at a location on the drawing. The text is part of a membrane legend describing a line type/material, not a callout for furnishing/installation at a defined region.",NONE,WRONG,HIGH,"The highlighted region is part of a legend (Membrane Legend) listing types of membrane flashing. While the OCR text matches the bid item wording, the region does not directly identify a concrete work location, assembly, or finish tied to a specific region in the drawing. The Legend is a specification/notation aid, not a direct depiction or callout of the furnishing/installation work for this bid item. Per the rules, specification text in this context does not constitute direct evidence of the bid item for this specific region. Therefore, no direct association is established.",,1,718,region_000718,A-351,Furnish & Install Continuous Flexible Silicone Membrane Flashing
SUCCESS,MATERIAL_TAG,SELF-ADHERED SINGLE-PLY ROOFING MEMBRANE,"The region contains the exact material label shown in the bid item (Self-Adhered Single-Ply Roofing Membrane) as part of the Membrane Legend, directly identifying the material referenced by the bid item.",DIRECT,RIGHT,HIGH,"The highlighted region visibly includes the exact material designation 'SELF-ADHERED SINGLE-PLY ROOFING MEMBRANE' within the Membrane Legend on this sheet. This is a material-label evidence directly identifying the work/material of the bid item (Furnish & Install Self-Adhered Single-Ply Roofing Membrane) rather than a general note, room label, or indirect association. The evidence is explicit and not inferred from OCR alone.",,2,719,region_000719,A-351,Furnish & Install Self-Adhered Single-Ply Roofing Membrane
SUCCESS,MATERIAL_TAG,"ROOF UNDERLAYMENT, HIGH TEMP","The region text exactly reads 'ROOF UNDERLAYMENT, HIGH TEMP', which corresponds to the Bid Item 'Furnish & Install High Temperature Roof Underlayment'",DIRECT,RIGHT,HIGH,"The highlighted area shows a membrane legend entry with the exact material descriptor 'ROOF UNDERLAYMENT, HIGH TEMP'. This directly identifies the material/work referenced by the bid item (high temperature roof underlayment) rather than merely indicating related or adjacent work. There is no need to infer from same-trade or general notes; the label itself is a direct reference to the bid item. Evidence is visible on the membrane legend on Sheet A-351. ",,2,720,region_000720,A-351,Furnish & Install High Temperature Roof Underlayment
SUCCESS,MATERIAL_TAG,Membrane Legend entry: Self-Adhered Foil-Faced Membrane,DIRECT,DIRECT,RIGHT,HIGH,"The highlighted region clearly shows the Membrane Legend with an explicit item labeled “SELF ADHERED FOIL-FACED MEMBRANE.” This is a direct identification of the material/work category listed in the Bid Item (Furnish & Install Self-Adhered Foil-Faced Membrane). The region is not a room label, general note, or unrelated specification text; it directly labels the membrane type that the bid item concerns. Therefore, the evidence is direct and unambiguous, supporting a RIGHT decision with HIGH confidence.",,1,721,region_000721,A-351,Furnish & Install Self-Adhered Foil-Faced Membrane
SUCCESS,SPECIFICATION_TEXT,ICE & WATER SHIELD,"The region shows 'ICE & WATER SHIELD' as part of the Membrane Legend, directly labeling the membrane material to be installed; this matches the original bid item 'Furnish & Install Ice And Water Shield Membrane'.",DIRECT,RIGHT,HIGH,"Region content exactly 'ICE & WATER SHIELD' appears in the Membrane Legend, which directly identifies the membrane material to be used. It is a direct material label (not a room label, grid, or general note) and corresponds to the bid item without requiring interpretation. No assumption needed.",,1,722,region_000722,A-351,Furnish & Install Ice And Water Shield Membrane
SUCCESS,SPECIFICATION_TEXT,WEATHER RESISTANT BARRIER (WRB),"The region shows the exact bid-item name 'WEATHER RESISTANT BARRIER (WRB)' as an entry in the Membrane Legend on Sheet A-351, which directly identifies the WRB material referenced by the bid item.",DIRECT,RIGHT,HIGH,The highlighted region contains the text 'WEATHER RESISTANT BARRIER (WRB)' within the Membrane Legend (a legend detailing membrane types). This is a direct label of the material (WRB) and matches the original bid item 'Furnish & Install Weather Resistant Barrier (WRB)'. It is not a generic note or unrelated text; it explicitly identifies the bid-item material and its labeling in the drawing. No reliance on indirect reasoning is needed.,,1,723,region_000723,A-351,Furnish & Install Weather Resistant Barrier (WRB)
SUCCESS,FINISH_TAG,VAPOR CONTROL LAYER (VCL),"Legend entry 'VAPOR CONTROL LAYER (VCL)' in the MEMBRANE LEGEND (sheet A-351) directly labels the vapor control layer, aligning with Bid Item 'Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder'.",DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the exact label 'VAPOR CONTROL LAYER (VCL)' within the Membrane Legend, which directly identifies the finish/work referenced by the bid item. It is not a generic note or indirect reference; it explicitly designates the vapor control layer as the item.",,2,724,region_000724,A-351,Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder
SUCCESS,SPECIFICATION_TEXT,SMART VAPOR RETARDER,"The highlighted region shows the membrane legend entry 'SMART VAPOR RETARDER' on the Membrane Legend. This directly names the Smart Vapor Retarder, which is a defined element of the bid item (Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder). It is not mere contextual text; it explicitly references the exact material specified in the bid item.",DIRECT,RIGHT,HIGH,"The region content is a legend entry that exactly labels the Smart Vapor Retarder, a component specified in the bid item. This is a direct identification of the material/work (not an indirect cue like trade, room, or related notes). The evidence is unambiguous in the image: the legend lists 'SMART VAPOR RETARDER' as a distinct item, which directly aligns with the bid item. OCR hints are not required for this conclusion; the visual label itself provides the direct link.",,2,725,region_000725,A-351,Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder
SUCCESS,SPECIFICATION_TEXT,"VAPOR BARRIER, BELOW SLAB",DIRECT,DIRECT,RIGHT,HIGH,"The highlighted region contains the exact phrase “VAPOR BARRIER, BELOW SLAB” as a legend entry on sheet A-351. This text directly names the barrier below the slab, which matches the bid item wording “Furnish & Install Below Slab Vapor Barrier.” The region therefore explicitly identifies the work type (vapor barrier below slab) rather than a generic note or an indirect cue, satisfying direct association with the bid item. OCR may confirm the text, but the visual evidence (legend entry) provides the direct link.",,2,726,region_000726,A-351,Furnish & Install Below Slab Vapor Barrier
SUCCESS,MATERIAL_TAG,BELOW GRADE DAMPPROOFING,"The region text exactly matches the bid item scope 'Below Grade Dampproofing' (from Bid Item: Furnish & Install Below Grade Dampproofing). It appears in the MEMBRANE LEGEND as a material label, directly identifying the work.",DIRECT,RIGHT,HIGH,The highlighted region contains the exact material name 'BELOW GRADE DAMPPROOFING' in the MEMBRANE LEGEND. This is a direct label of the material/work and corresponds identically to the bid item 'Furnish & Install Below Grade Dampproofing'. No inference or indirect reasoning is required.,,1,727,region_000727,A-351,Furnish & Install Below Grade Dampproofing
SUCCESS,FINISH_TAG,FLUID-APPLIED WATERPROOFING,Legend/finish listing on the sheet; does not tie to a specific location or detail that shows installation of fluid-applied waterproofing for a below-grade area.,NONE,WRONG,HIGH,"The highlighted region appears to be a legend/finish label reading 'FLUID-APPLIED WATERPROOFING' rather than a region that directly identifies, locates, or references the actual below-grade waterproofing work. Specification text or legend entries are not direct evidence of the bid item in a specific drawing region, per the required direct association criteria.",,1,728,region_000728,A-351,Furnish & Install Fluid-Applied Waterproofing
SUCCESS,DETAIL,CG1.11 corner guard detail callout,"CG1.11 callout visible on the region, explicitly indicating a corner guard detail/installation",DIRECT,RIGHT,HIGH,"The highlighted region contains the label CG1.11, which is a detail callout referencing a corner guard. This is a direct drawing evidence of the specific bid item (Furnish & Install Corner Guards). The region shows the corner area where such guards would be installed and the CG1.11 tag directly ties to the corner guard detail, not merely related finish or same-trade work. No assumption or OCR-only inference used.",,1,729,region_000729,A-351,Furnish & Install Corner Guards
SUCCESS,EQUIPMENT_TAG,CG1.11,"The highlighted region displays the callout tag CG1.11, which is an equipment tag/callout convention used to designate a corner guard element. This directly references the corner guard work (Furnish & Install Corner Guards) specified in the Bid Item. The tag appears in the wall-section context, aligning with where corner guards would be installed.",DIRECT,RIGHT,HIGH,"CG1.11 is a explicit corner guard callout/tag in the drawing region, directly tying to the bid item 'Furnish & Install Corner Guards' rather than merely implying related work. The evidence is visual (the CG1.11 tag) and not inferred from OCR or adjacent trades.",,1,730,region_000730,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11,"The highlighted region contains the callout CG1.11, which is a detail/reference tag for a Corner Guard work item. This region appears on the wall-section context and explicitly labels the corner-guard related detail, aligning with the Bid Item: Furnish & Install Corner Guards (Corner & Wall Guards).",DIRECT,RIGHT,HIGH,"The tightly-cropped region shows a CG1.11 callout adjacent to a wall corner, which is a direct identifier for a corner-guard detail. The original bid item is 'Furnish & Install Corner Guards,' and the region’s labeling is a direct reference to a corner-guard detail/work item rather than a generic finish or unrelated label. The evidence is visual (the CG1.11 callout) rather than inferred from OCR or adjacent trades.",,1,731,region_000731,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11 (corner guard detail tag),"CG1.11 is a corner guard detail callout adjacent to the wall/corner in the wall section, directly linking this region to the corner guard work item",DIRECT,RIGHT,HIGH,"The highlighted region shows aCG1.11 detail callout placed at a wall corner in the A-351 Wall Sections. The label CG1.11 directly denotes a corner guard detail, which is the explicit work item in the bid: Furnish & Install Corner Guards. This is a direct representation (the region itself visibly identifies the specific corner guard detail and its location) rather than an indirect or informational note. No assumption beyond the visible CG1.11 designation is needed.",,1,732,region_000732,A-351,Furnish & Install Corner Guards
SUCCESS,EQUIPMENT_TAG,CG1.11,"The highlighted region shows the tag/text CG1.11 directly adjacent to the wall corner, which is a dedicated equipment tag referencing the Corner Guard items. This tag corresponds to the bid item 'Furnish & Install Corner Guards' (Corner Guards) on the sheet, serving as a direct indication of the specific work item.",DIRECT,RIGHT,HIGH,"CG1.11 is a specific corner-guard equipment tag/callout visible on the region. This is a direct reference to the corner guard work item rather than an indirect or incidental connection (e.g., same trade or general finish). The evidence is explicit in the drawing region itself, not inferred from other data.",,2,733,region_000733,A-351,Furnish & Install Corner Guards
SUCCESS,EQUIPMENT_TAG,CG1.11,"The region shows the tag 'CG1.11', which is a corner-guard identifier used to designate a corner guard element in the bid item scope. Its placement on the wall-section indicates a specific corner guard location, linking directly to the 'Corner Guards' bid item.",DIRECT,RIGHT,HIGH,"The highlighted area contains the explicit corner-guard tag CG1.11, which directly identifies the work to furnish & install corner guards. The tag is placed in the wall-section region where a corner guard would be installed, providing a direct reference to the bid item rather than an indirect association (e.g., room name, trade, or unrelated text).",,1,734,region_000734,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11,"The region shows the callout CG1.11, which is a detail reference for Corner Guards, directly aligning with the bid item 'Furnish & Install Corner Guards' (Corner & Wall Guards).",DIRECT,RIGHT,HIGH,"CG1.11 is visible in the highlighted region as a detail/callout label specific to Corner Guards. This is not a generic finish or room label; it is a direct reference to the corner-guard work and is located on the wall-section sheet (A-351) where such details are typically depicted. The whole-sheet locator confirms the region corresponds to the corner-guard detail area, and the OCR text CG1.11 corroborates the intent. Therefore, there is a direct, unambiguous association with the bid item.",,1,735,region_000735,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11 callout label for a corner guard detail at a wall corner (corner guard assembly shown/ referenced by CG1.11),"The region shows a CG1.11 callout, which is an explicit corner-guard reference on the wall-section drawing. This directly corresponds to the bid item 'Furnish & Install Corner Guards' (Corner & Wall Guards).",DIRECT,RIGHT,HIGH,"The highlighted region contains the exact corner-guard detail identifier (CG1.11) and appears as a dedicated corner-guard detail within the wall sections. This is a direct reference to the corner guard work, not just related or similar trade work. No inference from OCR or indirect cues is required.",,1,736,region_000736,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11,CG1.11 is a corner guard detail callout; it directly references the corner guard work.,DIRECT,RIGHT,HIGH,"The highlighted region shows the label CG1.11, a detail callout that represents a corner guard element in the wall section. This is a direct identifier for the corner guard work on the bid item (Furnish & Install Corner Guards), not merely related by category or trade. The region itself functions as a direct drawing reference to the corner guard detail, not an indirect association.",,1,737,region_000737,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11,"Detail callout CG1.11 present in the highlighted region; CG1.11 is the explicit detail reference for a Corner Guard/Corner & Wall Guard installation, which matches the Bid Item: Furnish & Install Corner Guards.",DIRECT,RIGHT,HIGH,The region shows a detail label CG1.11 within a wall-section context. CG1.11 directly identifies the specific corner guard detail referenced in the bid item (Corner Guards). No indirect or ambiguous evidence present; the evidence is a direct callout to a corner guard detail.,,1,738,region_000738,A-351,Furnish & Install Corner Guards
SUCCESS,DETAIL,CG1.11,"The region contains the callout label CG1.11, which denotes a Corner Guard detail reference. The bid item is Furnish & Install Corner Guards, i.e., corner guards. This CG1.11 callout directly identifies the specific corner-guard work to be performed, not just related or incidental content.",DIRECT,RIGHT,HIGH,"CG1.11 is a direct detail reference for a corner guard, matching the bid item 'Furnish & Install Corner Guards'. The region’s label is a specific corner-guard detail callout, not an indirect or generic indication.",,1,739,region_000739,A-351,Furnish & Install Corner Guards
SUCCESS,EQUIPMENT_TAG,CG1.11,"The region shows the callout tag CG1.11, which is a dedicated equipment tag for corner guards; CG denotes Corner Guards and corresponds to the bid item ""Furnish & Install Corner Guards"" / ""Corner & Wall Guards.""",DIRECT,RIGHT,HIGH,"The highlighted region contains the CG1.11 equipment tag, a direct identifier of the corner guard item. This tag explicitly references the corner guard work and is not inferred from related trades or general notes; it directly ties to the original bid item.",,1,740,region_000740,A-351,Furnish & Install Corner Guards
SUCCESS,FINISH_TAG,LIVING A; GB-1; P-1; RB-1; C-1; 180 SF,"GB-1 appears as the gypsum board type tag in the finish-tag cluster for Living A, with an associated area of 180 SF.",DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a finish-tag cluster for the Living A area that includes GB-1, which directly corresponds to the bid item 'Furnish & Install Gypsum Board Type GB-1'. The presence of the GB-1 tag (Gypsum Board) and the stated area (180 SF) provide a direct reference to the bid item and its scope in this region.",,1,741,region_000741,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,BEDROOM G GB-1 P-1 CB-1 C-1 128 SF,GB-1 directly corresponds to Gypsum Board Type GB-1 in the Bid Item (Furnish & Install Gypsum Board Type GB-1).,DIRECT,RIGHT,HIGH,"The highlighted region visibly includes the finish tag GB-1 in the room label block for Bedroom G, along with related finish identifiers (P-1, CB-1, C-1) and an area (128 SF). GB-1 is the exact bid item code for Gypsum Board Type GB-1, matching the requirement to directly identify the bid item. This is not merely a room label or indirect reference; the GB-1 tag itself is a direct finish reference tied to the bid item.",,1,742,region_000742,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,"PRIMARY BEDROOM – GB-1 (Gypsum Board) finish tag; P-1, CB-1, C-1; 141 SF","GB-1 is shown as the gypsum board type associated with the PRIMARY BEDROOM finish tag, directly matching the bid item 'Furnish & Install Gypsum Board Type GB-1'.",DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the finish code GB-1 within a finish tag for the PRIMARY BEDROOM, which directly identifies the gypsum board type referenced by the bid item. There is no need for interpretive or indirect reasoning.",,1,743,region_000743,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF,"GB-1 appears as a gypsum board finish designation within a kitchen finish cell, directly linking to Gypsum Board GB-1 in the Bid Item.",DIRECT,RIGHT,HIGH,"The region shows a finish code GB-1 (Gypsum Board) in the Kitchen finish cell, along with related finish codes (P-1, RB-1/RB-2, LVT-1) and the area (132 SF). This is a direct indication of the gypsum board work for that space, matching the Bid Item Furnish & Install Gypsum Board Type GB-1. It is not merely a room label or a general note; it explicitly identifies the material to be installed in this region.",,1,744,region_000744,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,SCHEDULE,LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF,"The region lists Laundry E and GB-1 within a finish schedule cell, i.e., Gypsum Board Type GB-1, with 59 SF area, indicating the gypsum board work to be furnished and installed for that room.",DIRECT,RIGHT,HIGH,The region content explicitly shows Laundry E and Gypsum Board Type GB-1 as a finish item with the area (59 SF). This is a direct reference to the bid item 'Furnish & Install Gypsum Board Type GB-1' rather than a general or indirect association.,,1,745,region_000745,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,HALL H GB-1 P-1 RB-1 LVT-1 71 SF,"The region explicitly lists GB-1 (Gypsum Board type GB-1) and an area of 71 SF next to the HALL label, identifying gypsum board work directly within this region.",DIRECT,RIGHT,HIGH,GB-1 is present as a finish tag within the region and is paired with the hall area and a quantified area (71 SF); this constitutes direct identification of the bid item 'Furnish & Install Gypsum Board Type GB-1'. No indirect reasoning or cross-reference is required.,,1,746,region_000746,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,MECH M GB-1 P-1 RB-1 EF-1 34 SF,"The region contains GB-1, explicitly labeled as Gypsum Board Type GB-1, within a finish tag for the Mech area, including a quantified area (34 SF). This directly identifies the gypsum board type required by the Bid Item.",DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a finish tag listing GB-1 (Gypsum Board Type GB-1) with a mechanical area designation and area quantity. This is direct evidence of the Bid Item Furnish & Install Gypsum Board Type GB-1, not merely an indirect association.",,1,747,region_000747,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,SCHEDULE,CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF,GB-1 appears in the region as the gypsum board finish tag for Closet C; it is the exact code from the bid item (Gypsum Board Type GB-1).,DIRECT,RIGHT,HIGH,"The highlighted region shows a finish-schedule style line for Closet C that includes GB-1 explicitly. GB-1 is the exact gypsum board type from the Bid Item (Furnish & Install Gypsum Board Type GB-1). This region directly identifies the material/work (gypsum board) and the specific type (GB-1) rather than merely implying a related finish. It is not a generic room label or a grid reference; it is a schedule entry that assigns the bid item code (GB-1) to Closet C, with additional finishes (P-1, RB-1, LVT-1, 9 SF) that support the schedule context. Therefore the association is direct and correct.",,1,748,region_000748,A-421,Furnish & Install Gypsum Board Type GB-1
SUCCESS,FINISH_TAG,BATH D GB-2 EP-1 TB-1 T-2 49 SF,"The region lists GB-2 (Gypsum Board Type GB-2) in the Bath D finish block along with related finish codes and an area of 49 SF, which directly corresponds to the bid item 'Furnish & Install Gypsum Board Type GB-2'.",DIRECT,RIGHT,HIGH,"The highlighted region visibly shows GB-2 designated for a bath area (Bath D) with a measured area (49 SF). This directly identifies the gypsum board type GB-2 as the required bid item and provides explicit evidence of the work and material to be furnished and installed, not merely related or inferred from other data.",,1,749,region_000749,A-421,Furnish & Install Gypsum Board Type GB-2
SUCCESS,GENERAL_NOTE,"C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE OCCURS. REPLACE OTHER GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH MOISTURE RESISTANT GYPSUM BOARD WHERE NO TILE OCCURS.",Explicit references to tile backer board and moisture resistant gypsum board in the region text; This directly aligns with Bid Item: Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas.,DIRECT,RIGHT,HIGH,"The highlighted region is a GENERAL NOTE that explicitly instructs to use tile backer board where tile occurs and moisture resistant gypsum board where tile does not occur. These are exactly the materials described in the original bid item, providing a direct association between the region and the bid item.",,2,750,region_000750,A-421,Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas
SUCCESS,GENERAL_NOTE,G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL.,NONE,NONE,WRONG,HIGH,"The highlighted region contains a General Note about soffit dimensions and finish material, not a direct reference to the bid item. It does not identify, label, locate, or explicitly reference the original bid item (Furnish & Install Wall Framing Continuous To Deck). There is no direct evidence connecting this region to wall framing; any link would be indirect and not sufficient for a RIGHT association.",,1,751,region_000751,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes
SUCCESS,GENERAL_NOTE,GENERAL NOTES - ENLARGED FLOOR PLANS (header and related notes text),"No direct reference to Furnish & Install Wall Framing or Metal Framing; region shows general notes only (ceiling heights, finishes, etc.) and a stamp, not a bid-item label, schedule, or detail explicitly identifying wall framing.",NONE,WRONG,HIGH,"1) The region is a GENERAL NOTES block labeled 'GENERAL NOTES - ENLARGED FLOOR PLANS' with bullet-type content about ceiling heights and related notes, not a component that directly names or details wall framing or metal framing. 2) There is no explicit text, label, schedule, or detail that identifiably corresponds to the Bid Item 'Furnish & Install Wall Framing Continuous To Deck And As Per General Notes' (Metal Framing). 3) Without relying on OCR hints, the visual evidence does not show a direct association to the bid item; the content is generic notes applicable to multiple aspects of the plan set. 4) Therefore, the region does not provide DIRECT evidence linking it to the bid item; the correct classification is NONE, and the overall decision is WRONG. ",,1,752,region_000752,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes
SUCCESS,GENERAL_NOTE,A. ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.,"The visible general note directly states that all new wall assemblies are continuous to the bottom of the deck, which corresponds to the bid item requirement to furnish and install wall framing continuous to the deck.",DIRECT,RIGHT,HIGH,"The region contains a general note explicitly describing the performance requirement for wall assemblies (continuous to the bottom of the deck). This directly matches the bid item scope (Furnish & Install Wall Framing Continuous To Deck), not merely an indirect or related concept.",,1,753,region_000753,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes
SUCCESS,GENERAL_NOTE,D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES.,Region states generic blocking for ceiling fixtures; no explicit reference to 'WOOD BLOCKING' or 'BACKING' or the exact bid item phrasing.,NONE,WRONG,HIGH,"The region shows a general blocking requirement for ceiling fixtures but does not explicitly identify or reference the original bid item 'Furnish & Install Wood Blocking and Backing' (no 'wood' or 'backing' specified). Therefore there is no direct evidence tying this region to the bid item; at best it is an indirect/similar concept, not a direct association.",,1,754,region_000754,A-421,Furnish & Install Wood Blocking and Backing
SUCCESS,GENERAL_NOTE,"D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700S SHEET SERIES.",No explicit reference to 'Furnish & Install Wood Blocking and Backing' or to a specific 'Blocking' detail; the text only states a general backing requirement.,INDIRECT,WRONG,HIGH,"The region is a general note about backing for fixtures/equipment and does not directly identify or label the bid item (Furnish & Install Wood Blocking and Backing). It does not explicitly reference 'wood blocking' or an associated detail/schedule that maps unambiguously to the bid item. Therefore, it does not meet the DIRECT association requirement; the link is only indirect.",,1,755,region_000755,A-421,Furnish & Install Wood Blocking and Backing
